auctionId,isSold
03c6b031-f93a-4465-9646-21a75e74c3ba_71978365-91dd-4ddc-820a-0e3446162caa,False
03c70858-8e16-4142-9c65-25f200a22f8d,True
03fc7cdd-0000-4dd4-830a-4af9b2502fcc_78d3f3ad-03db-46fe-af30-cef28a4fc153,False
042c6f45-4d3f-4654-a8c8-89970ca541f1_b1eff87a-6dab-4c26-a5cd-1b8892d73a11,True
047960f9-ccd1-46d0-8cfd-45f543ad86d8_41e5987d-97c6-435a-8978-b10a6d7dd44f,True
047e4770-5b01-4a40-85e8-a247eaee75f4,False
049666df-c4fd-4352-bc60-b78c5a33cc80_5ad31ff6-5a8d-429e-b18f-1a4a3d22ed5d,False
04b3c5b0-eff9-49f1-a87c-74579a9f8928,False
056aff02-8f34-4eed-a94f-018b2d7e92da_e64aaa1f-2e9c-4ec1-9bb8-71cb54dfd5bb,True
057ae76d-397c-4f4d-924c-5ef74e87be84_86b2a81e-1f17-44c7-b930-0f09338b6837,False
05f9990c-6311-4535-9558-b88178eaba50_97b2b909-ef04-4261-aeb4-eca6cf7d46d8,True
0613baf7-a63b-4b1e-bf98-1d4516a78cca_a194d9d4-b423-4534-873e-e1bba116ff56,True
063327c8-550e-4363-964b-92c79f9303c4_050886df-3013-4d95-a7f0-be21e6c1a95a,False
06760dd8-68cc-4635-bb9f-f9643112f4fe,False
06e70177-8a97-4f75-a6a0-d927553674ae_e2deb462-c0a6-41bb-8149-67c11a1741a8,False
073317ff-ff2c-40d8-b1a4-720be7c11b35_0e0ce4bc-9c98-4a02-82ec-cd69020d50fc,False
074b3535-6d89-47a3-ae47-a433ea2f8375_560b12a4-bc17-4462-b1fa-75297d87e5f5,False
076094d6-95da-4885-89a1-d0065ad57d80,True
08075f3e-e9ab-41e0-8bc3-b0d988e0dcee_8c5edf01-eb3b-4990-a9d0-a197e3334da4,False
083fbf4b-1205-4d0d-9127-a94ee88d06e5_9191cbec-e068-499c-b5e9-b82d42f09391,False
09022106-cdf8-4f72-bebe-941fd41916ed_ffbfbf88-8412-476f-90c6-6e4ed4c77412,True
0904d82e-8c40-4943-a935-b1c6fb8fc6ea_25469273-9974-4987-8889-a12d0e2150bb,False
090e03c7-e0f3-4f1c-8260-5efff6f5771a_a2117d6f-c91d-48ab-850f-85c2270738a5,False
0926445c-d744-40e0-97ac-d71833d2edbd_3c0006f0-a43d-4186-9d2a-a4a632f175fe,True
093315b2-8326-4c78-bd38-f67a4cc8ebfe,True
093a7e2f-5674-4b38-94bd-533e6b408923_c40a3233-8272-43f3-968c-2d782887900e,False
09601aa1-4cbd-437a-8281-6535f406f535_ed8359aa-ff9c-42de-bf39-682472012808,True
09715937-47f4-47ec-9fa0-21f5a2acb0ad_5b2b1a3f-db2d-47d9-8cf1-e214edce5b0a,False
09c1edc8-3aa2-49de-acb5-31c52ae90f9a_706c1efe-e6ee-4224-ae84-241603f9faae,False
09d779b0-1aa1-4299-b1fa-25aa2d12f9b1_052c98a3-1b2d-4b34-8264-5068b2855578,True
09e09cf0-dc65-450f-86eb-94cb28c0767d_6b6d5219-8116-4c0f-a4be-3d56449b2bc5,True
09e65175-450d-41d1-b029-566d2f685635_bb466e12-757c-4707-9f1e-743778b25345,False
09f9286b-8a2b-47e6-a7bf-d2868cc2745f_3cb715b5-859d-4910-992d-5a6a43a6f763,False
0a00aa09-450d-42d3-9a0d-16430d5b4110,True
0a17b21d-991a-4f62-a9e5-a8aa7be726f4,False
0a21b083-cd4d-46d5-94d5-542e5e36fdf3_b4102513-f08b-4e42-8f07-7a17afdb248d,False
0a3edaf1-add7-4aef-8db4-0163fdfddf7d_54ac6c21-45e7-4707-b8bc-e921c6fb0ff2,False
0a502635-f6d2-4a6f-bd9e-c0a88c94ef01_7e06d7a1-d16f-4a92-94e7-c5336dc85a25,True
0a50f42e-1ea9-404b-81f0-6e0acc1857c7_801ada9e-52d7-41e1-a128-cc52c53d8877,False
0a626807-f750-4e1b-a99a-42dfbc7680f6_76ae4f0e-814b-4cbb-aba4-b8e62841d5c0,False
0a712d6f-563b-4972-a44a-fa1b7ee6ad7b,False
0a8fc968-fb27-4fa9-82df-b54cd58d8243,False
0afe8d4a-852f-48c9-b91a-6ee9c7e3aa99_2c5b78ff-ac99-4f40-9250-697ce50e4971,True
0b555a62-2332-4a4c-bd05-92d913a7bb64_8acda23c-ef8b-41ff-a263-a7c620cb189f,False
0b7d6365-f12c-4d4d-af93-94865cd74ac3_64f71da6-73bb-41f9-9cd9-68b832cf62b8,True
0b91bc72-1f44-40fe-81a9-35fde84eafd4,True
0b92f1bb-0d81-459a-9125-7e77a0bf4657_18a0ef02-4dc9-4178-9a4b-9a69b233ce49,False
0bb6a24b-c996-442e-b21a-1f39745660d8_9a2ea5df-a403-47aa-a1a1-8c8471662a6e,True
0bbec0f7-afd8-41c4-a7f1-095c9d1d65ed,True
0c449201-ce5c-4562-bbc5-5b8e0b0fb5bd_448ea6a7-26f8-4fba-9c43-584dbe1981e1,False
0c492fac-7965-4ba1-97cc-a4868f4e9e62_cd9e9d73-04a8-4c65-82d2-0159643f1508,True
0c656917-15f0-4ca3-b28b-701d85bf1fca_652a6fcf-a11e-471a-8325-581b1632b9b2,True
0c6f77a0-22fd-408f-927d-d96c96080f78_a7fd36fc-3676-41bf-9fb1-8ce1b5aa1034,False
0c765638-dc2f-45e6-9b8e-dc22d66f43bb_87317ac1-c46f-4da1-8ef9-8f64dab6df8d,True
0c98055b-a34b-45e5-ad10-ab6c039d54df,False
0d7848d9-cdb3-464b-b0e2-f580d2436f0d_1fa43edb-8c0e-4d36-bf70-8b00db14fae0,False
0d9b2252-1aff-411b-806c-d942472ef64b_9663aa68-133b-4de3-b2aa-61d6dc8aa62e,True
0da9eb5d-62d6-47c0-bcc7-c2853c794125_c7becc50-a352-4948-bd8d-fc5fe76440e4,False
0dc43176-f2cf-471c-b890-72ecbf9ec83f_062039c1-81fe-4248-ab64-9606e120c5a3,True
0e40891c-f825-43d4-aaae-e44e1caa5137,True
0e74d46d-62c7-40c5-a15d-7817ef50e504_8e02641c-c0af-4c88-840d-fb62c750dffd,False
0ecb1d89-df15-4ec3-a9e0-ddf67a214ac4,True
0f489541-0708-438d-a95c-67cdd2e4355d_862e0dc5-5c02-4abe-a70a-f8cad69179f8,False
0f5140d5-33b9-45ab-b93e-f2b0ff591fd1_e36e3702-aa85-4f26-a2fe-e63fc99d78dc,True
1038d21a-3be7-4d84-92b7-3e9e966438f7_475ac1e4-3be7-42b9-9988-07316a2bd2b2,True
10869234-51cb-45cd-8afd-e856ffd705eb_8df7f597-22c5-4030-8bf2-a110570eb87c,False
108a6f69-70cb-4c74-9e4c-0cfb18b26be3_b9422b4f-3317-4987-9ad6-3d3653bc515a,True
10c0415e-ac0b-4b3b-a433-0a3df415036d_d0d86fbc-ee3d-481c-9bd9-2d493e32cb11,True
10e44edb-a913-4dc9-b186-7c2223618647_98aa0efb-4ce7-4a0b-947d-801c42bba0e8,False
1140bb7c-416f-4986-858f-4def7da6c1a9_1aa5d342-18d3-4e5b-9060-4bf767d870c4,False
114e35af-33c8-4859-b4a2-3fbe51d6ea1e_aa5932ec-e160-4384-b998-a2839fb45f2a,False
11722a75-f7e3-4676-a996-43a36a02509b_ae0d8acd-6a1c-42d6-9606-2958990effd0,False
11934ae9-c945-4163-99ad-f2a281771f20_ea7d8887-bd40-4630-a8e1-c7b40908caa1,True
11bcb616-ceb4-4f45-9c68-5d1d59fa0f38_f11bfa1c-8e40-4d80-8cc0-62a7cbcc4a06,True
11d562f6-3300-4e6e-8a96-a330375e64d1_e04f3ade-6cf4-440d-a083-beaa35d3f024,False
12598d8d-660b-4d1e-baef-dfef93c78c24_69cf7e2b-3ed1-4d84-a38e-732130c75ed6,False
128a3e55-8e9f-4cbd-af91-6342a145de19_1603a795-1344-418b-8080-c97792972348,True
1293d337-2ff8-4125-ad7e-caa524af05ee_83e89c03-8c00-4746-b4e2-690e9ba922df,True
13d4fa9b-5648-4f42-9ab9-c81d74f7d2f0_a4b786ef-b2fc-40bd-8100-1e3a8dfb4cdd,True
147e3094-9fca-452a-9887-8474d3e28d82,False
1495627f-f781-4149-a935-b357042327dd_04094c33-e622-41d8-b08e-cb037bcc25c7,True
14c303d8-fcbb-445c-a422-4c219a38f0bf_7a0dccbd-d5f6-45b7-95ac-c83c37e11ca3,True
14f06ff6-636e-4274-ac8d-aa458811261b_3a9a39b4-0449-40ec-b36b-61e72c088976,False
154fe6a4-e8e7-4d25-9a99-cce2ae83693b_4b336b05-e2c6-435d-a09d-69a8aff69c7f,True
156a7590-2994-4071-9243-70813fdc10f9,False
15ee6f2d-c96e-4c60-ad74-7ce0a0ab3458_16930f71-1f0d-4883-acf0-4e3fd60c8d14,True
161750c9-7b42-45e8-99d4-613eb4f182d6_b2cbba02-8495-4008-a5f7-cf41e3f22dae,False
1654c760-7b25-45e4-9a6d-3c43b2525100_a9a853f5-c715-4419-8451-f65a9f6ad473,False
1674c3eb-f73d-4313-9be2-93413d690c4b,True
168a1907-ea2b-4c3e-b76e-bc00847c2d67_a717abf4-9073-4161-b81d-40c6cb736184,False
16e2bba5-f095-4c5b-a44b-29f1f75188e8_a83e90ad-1244-4986-aaab-244c546dfc19,True
1704df09-b87e-4fc9-b62a-bf07bc53fb67_d2a32a75-a209-4806-89cb-8851a08b8fb2,False
1797e6af-9b0d-4d60-8fea-2dc359e16c28_825ba60c-7ffb-456c-a5b4-c35016fa8672,False
17a64194-54f6-4736-a2c2-01605067aeba,True
17b67d15-11c8-435a-8dd9-8e1f04f00338_70806d4c-68e3-4123-a775-fd54ea7e9b2d,False
17e2d9d7-23de-4106-ab1a-b8c5f65f1969,False
17ee8352-f0f0-4544-bdf5-0208dfa57aa9_08851877-583c-402d-817a-7bd34b2c5ff7,True
18017962-35a6-4d43-b75e-c211556bafc7_1b907882-580d-4bfc-be43-33a143c06254,True
1847da00-6031-4541-af27-262d9bf7e8ce,False
186b863b-2457-4f69-aadc-b999a1d99332,False
1892aadf-38fe-468d-81c8-d7843665c85b,True
18a11325-6dce-4fb3-afcb-622c52a0e80d_7bcffc90-3a53-4c55-9fae-652c41b511a3,True
18a2b38f-244e-4851-8bc8-7e3a242078dd_a7dc581e-c568-4fb9-9089-c9402c876399,False
18eced32-fee4-48a6-a20c-71742f06b7f0_4b2a3736-3ce2-4bc2-b0d8-42dcf7b939d5,True
18f0b4a2-ab74-4411-86aa-cb2df3a3eb5c_d4440829-e2cc-4a5b-86a9-a56fbe1dc570,True
191f584f-a684-421b-a9f3-f02cc00e699e_19f32fa9-0df8-4af4-9156-8f33c2c29c55,False
19d90dd6-716f-46eb-9f61-69bea8909969_66d1c7fb-d833-4dec-ad53-7f800391d7a8,False
19e45ac6-3bad-4ffc-bd4e-494d3abe0c4e_bb221b39-dd0b-4c44-b914-c9b464c45307,False
1a2bd657-d691-4b7f-8da8-eb9594b8ec92_8f754424-b68c-4888-a7dc-4e5508530c82,True
1a46d7c2-20b9-419a-99e9-39d20f1cd805,False
1a7fc5a9-295a-4e11-a21a-a464c05e01ea,True
1ab3e611-0af1-4d2f-8615-b5d3cf159393_b68525d5-67b2-40f5-a975-a76190ea8c81,True
1ab5c65c-c08b-4434-8073-9a9249637add_a95d7a1f-f43e-4329-ad50-29cfe88407bb,False
1aec3c0f-2835-4ded-a7fe-ecb50807bec5_ef9bc63e-7a37-4699-94d8-d8a3156fe98d,True
1b0ac867-786e-4f4b-80aa-d9ebd471240d_21121742-cf1c-426a-8270-1b6a9e9cd9c0,False
1b4d75ce-575e-47b4-9469-3f60fb49b1e0_5b86bb6d-244c-42fc-a335-f01fd1b899cb,True
1b5ccda6-04a2-4530-bb22-9709f4ecb8df_c230fe57-8a71-4f60-ae2d-6882307624c1,True
1b5dee75-94b7-4dc1-b80e-dbbdd92f640c_df82a8af-ed69-4584-ad84-5beb353832e6,False
1b80103d-736d-4f6c-95bf-4a5a972bd837_c20a3806-f059-4a2b-8817-709621dcae72,True
1be0a13d-08a5-4dbc-8c33-2586c63d8243_b084a334-2751-4ca8-a393-b8d901d967ca,True
1bf54f88-b3fb-45f5-98d4-a0048880d5f3_a102cf8a-dfc0-4fc2-bbc7-977a4de5f546,True
1c8fff6a-0054-45b6-a2ef-0001fa57a507_8e679197-76fb-447f-a2e4-aee02d4311c3,False
1cb41901-d6e0-461f-8515-a72ac8948b85_77b9c55f-f40f-43f2-ade2-0630db379404,False
1d5cca03-f2cd-4e4d-8d00-b2f8bfe82912_28d9bacd-b2e0-4b04-9240-8054d70def5a,True
1d7bc66a-434f-4cda-b2ac-f7396ed25db4,True
1d82b3d7-19af-4508-9958-9481b5b10de6_da29d584-d14e-424f-85b0-96d49272d52b,False
1da2eb92-60b1-4a7e-88d6-34dc13731965_dbb422cc-1e88-4353-91ff-d2fd77b6307d,True
1da3981e-e4a6-45c7-bf78-28a3b34f8ce5_d243bf88-3517-48ee-9db6-5a11121393d9,True
1dc73700-c9fc-4129-a914-3383a0d56dc8_262adba1-12f9-4577-84a4-0b1a0317fd09,False
1dea362c-da09-41be-ab78-f1fa112f79a4_b7f7a4b9-537d-4ede-8a53-c03653ae2af4,False
1e7a6301-e06b-4271-9c94-d429f9fbe64f_13e20e2f-de9c-4724-8745-eaffa4f11084,True
1ea30960-f09d-4f1b-bb8a-633120c03deb_c6438fc7-2c67-489f-9e25-4bc2680c8fcd,False
1ec07bb0-4912-41e0-bbc0-710e3f74c92b_99c681f9-e2fd-4959-9400-1f0c6757776b,False
1f2dd189-bc86-4f6e-a21d-4939cb4dec51_7a424270-f9a5-4d18-ae4d-ba978bc293aa,True
1f59d061-d865-437e-8f63-552839519ad5_3e6f7861-d33f-4ac6-845c-402e68c9f4fb,False
1f90d70a-ee7b-49c0-b88f-26f45981e311_89478aee-b749-4b1c-80e1-e29d1d112823,True
1fd2c9e6-0e14-450d-9d2b-0308897a3583_6eeffc95-610a-4997-a9bc-11cbae7154ef,False
206488a8-3743-4013-9b5a-f109b8e70052_5bad58df-b7c6-4281-8b9f-a81faddf1290,True
20719647-f102-4676-9498-237726e64093_c8f9e130-f671-4b52-a733-642689b501c5,True
210822b7-82b9-4908-a91d-c2fb0e3bc215_e86e5014-cd8c-4905-a033-44703c2bcc1f,False
210ddbe4-a25e-47fe-9d18-b7e30d7985dc,True
214f9e04-f2a2-4e42-9b1e-e2744b1516de_720fda6c-2e37-4025-9778-40d2b69f5fd3,True
215f6c54-29a5-4a47-96c7-566ede9a5245_74ee093a-7bf8-4fbc-ba17-e75e35619475,True
217c29f5-58ec-44f8-9060-8c8df0f2e736_644cec66-0f6c-4430-bcbd-66bad605a4ad,True
2195ec65-6592-4fed-b10f-752eea89ec3b_2405fd25-b337-4aab-977d-0bc28c0dd506,False
22022e8b-ee09-4b69-a3ad-a1453a4dbcf3_68b48e79-78d7-473e-a2b4-c1500aae373e,False
227a7bc9-d6bd-426a-85f8-156a4e96c4a8_aa21a71a-cae9-446d-8e08-80b73ad24d14,False
22c930da-2dda-435a-b8b5-34b820ec664c_ce6a421d-fdd5-4aab-a6d5-f58c1194a82c,True
2317d9d5-2438-46e8-bbba-d72ecfd5e346,True
23596004-8d86-4afd-8dc6-4237f721b20b_5db3425f-d10d-41de-b9d2-2a25614e34bd,False
235defeb-609b-47c7-a076-9854e504f717_353816c7-5fbe-4f14-bc81-a298cadea534,False
238bb87d-aa59-4263-9e19-485bf7fa3aa0_7ed9e91d-6b99-4331-a73c-49bf36647589,True
23a65c0d-b425-45f4-8a08-1f6ebbb1978b,False
23c66ac7-a1e2-430a-be64-4fe31f0d4414_8c12d0fb-14ba-4b46-b8b3-99cc83b6a582,True
2436d588-83ae-4498-875b-dfac49990ab1_c199b0fd-bb67-40b4-bed2-e85a7a0deab9,True
244179e4-760c-4168-ba76-ce47abfd7bfd_d5fddde3-f50a-44d0-9145-d591fbbc03cf,True
24c2563f-f634-4ab8-a2f0-29fe516a2a76_71f7fd68-4ab7-4ee4-9ebd-e4eeebeb243e,False
24e05971-2195-4ac1-a255-5aed073d99ea_79716a9b-e516-4609-8de2-5d71eb094edb,True
24ef9ce4-7138-4f4a-b996-29c60b5a7d6b,False
25605993-1ff7-40b4-85d6-b879f15c8e05,False
256ff6cf-df30-41e1-a447-e460da738b18_1583b631-3e67-4531-af1e-763e791521b6,True
25837dfa-83d0-41ba-982f-e0d19892e83e_872cd10f-01a1-420a-ab54-b9f254ed8a59,True
25a355bc-f51e-456a-b8fa-0c5be71faa9b_7d9b0ae4-7a3f-4782-8adc-aaae7097f45a,False
25f072b5-af3a-4c83-8123-4169b489def3_6649ee7b-3eca-40e4-9c29-18eee9377264,True
26045e8f-efc5-4429-abe5-6587b69f761f_d75dcfe2-251c-4e2b-8af3-0b6990b85602,False
265c133b-0f2d-4231-aba3-b95b90e2036e_75bedc14-fab5-48fc-9be2-f5322a587e7b,False
26b2df1f-652d-4e3f-bc48-7e453c3b31af_76b250d4-1a87-45aa-a13e-a96d3776a894,False
26b68e2d-b16b-4834-a4f3-4f2292c23165_99fee6db-e49b-4083-9fbb-9b588a745980,False
26e6ec44-1c83-452e-acbc-77fcfa6e220c,False
276e45a7-e6cc-418f-8a12-962cdb160cd8_2925f989-4c4a-47c2-85a8-9031467d7c36,False
2793b5bd-3e13-47d1-8caf-31731ce5eb83_02dd24f4-dce4-445a-b9fe-f51b640473a6,False
27bc4808-9f20-48c9-9e97-9d9e62586876_e29806b3-a7fe-476d-8659-a351675c0792,False
27f5f488-55a8-444e-80d1-819c60a2e2e0_274a82d3-9f5c-4aa0-8c9a-56240d6c9ad3,False
27f814ff-fafe-4e55-8833-f75f8c6aa6c4_08713646-5d8b-4661-92f0-ffb128d03a39,True
281dd1f6-f854-48cb-b4dd-0a6b2528302f_e1d75d86-370d-4312-acfb-16391ce907fe,True
28f1a356-8204-4cef-bc0e-1504c2741ec1_51d5b84d-0860-4c60-990c-6b17b4c955c7,False
29095b3a-8d93-418f-b83e-a33c179b3ab9_92920801-7029-41e9-a0b3-1314a5afed9b,False
2965cd6f-bb51-4bc3-8409-4520932f76b8_54550f7c-214a-4986-9935-abd81779f1bd,False
2980af37-695a-4709-9a55-7301d9ebc320_b13cdd37-daed-42c3-b9c2-9c6a6e1d37e5,True
29a58ff7-eee3-4c15-a92b-ec68514bc8c2_3b93677c-0c29-4559-977d-1b90767882f1,True
29bda4ca-47b4-488b-bcb6-f8ee864cc50f_a72cb81b-56d7-4cff-99d0-84bcfa2bdb17,False
2a80cb05-d106-4259-b753-481638f3af6b_d789c69c-aa2c-414c-8b90-836aa69a07c4,True
2ac1a333-92fa-4cd8-ab1a-6590c91a05bc_0876e16b-379b-4415-8452-063474f15b3e,False
2acd8098-3b14-432a-b053-11274439b59d,False
2b08ecec-cee3-4367-ab3b-c8c935abf652_abc7fa94-2413-4c29-a320-967d71bf6560,True
2b0f4d6f-18c2-452a-b3d2-a0a8fc33b9de_ed4c7765-9616-43a1-a83e-53408d1a302f,False
2b28c53f-febb-41cd-9156-820b5dfb185a_ebced6f1-6d0a-43d2-8e53-5277494d9546,False
2b992d58-fbc9-4b5f-b347-a7bd030bae6d,False
2b9aab53-74d0-4867-873a-b89d111995a0_d2cd7d0c-6472-46f2-8ad1-ddb2003b8c05,False
2bc18eb5-6ea9-4001-a382-3892f426d89a,True
2c06cf26-08d5-4d8d-9805-717c6682710a_419c1cb0-fff4-4392-8b72-abfb5deae226,False
2c171632-d7ba-4f28-9f20-8a41177d12f7_c0bc406c-7924-434c-a44a-458f6a0ebeb4,False
2c5d3bea-3b7c-4473-9321-dc9418f5ff74,True
2c71c38b-3fc3-4fc3-a473-d300cc20a380,False
2c877741-4a93-4440-8de3-3a1be86e3b3c_89d40098-e29b-48d3-9c48-74f4c1dfa22c,True
2d2163e5-1c0b-47c2-847d-58f074d23698_c48de7f8-3331-48fd-b5a6-eb422849bb3f,False
2d5cecf9-5692-4e7c-a7ca-49e5afc76f5f_f9667fb7-ce9c-4971-853a-a69fb64af5b7,True
2d666018-3631-4ce8-9cd1-57086673e949_41fe3cce-6608-464c-b060-69ad1d720a6a,False
2d67e884-8d86-45c6-9849-f0e277002cb9,False
2da5c7b6-01e0-4ae9-97cf-53a7069907bf_2043d9ac-2b06-48bd-b8c4-dd6b5b55aeba,True
2de101db-b773-47d0-875c-6f43a7fcb483,True
2df36164-2cae-4313-bf19-2151250b68c7_bd1f7448-6275-4d56-a26b-866d24700218,False
2e2a3ff5-f2fe-4261-840b-22190d7ed34b_afa919e4-a0a6-4df2-9e2d-2b62961e6e0a,True
2ec0af88-5426-4abb-9ed4-6302a7545ccf,False
2ee563e4-9231-496c-8780-bf593408a159_9d387499-1dc8-4c8b-be8b-f29a2e0ffd49,False
2f54c49f-37ab-47df-a5b7-5083e3132ad3_0fb40d60-a6cf-45d5-9e97-f3a920bbdf67,True
2fccfab0-08dd-411e-b855-1a63bdbd5c72_37d427e2-a7d5-498a-9065-be87e54f0166,True
2fdc5481-3a52-4a65-a9fe-1a848ed7b491_898cbfc8-d596-4308-8016-4c1da459d2aa,False
2feab508-3da6-4a64-ae58-a640ef7b6b4a_a38f762b-9646-4f1a-b989-409049ccc7b2,True
2feb94c5-9a5b-4dfd-8ae9-e1a8db857d53,False
302f888d-4f9d-41c3-bdc6-ef69420f9b39_ae64209c-9301-4e8a-91ba-80996e2bb405,False
304aba73-6a10-4b6d-ad43-de7db9bf53e1_bfcb61cb-a1ce-4996-acc2-b5a827f4db2a,False
305f03d0-a9ec-4a83-b94c-b953cbdd5848_b52699f5-f0af-4eb9-8cc4-c12f6f711bea,False
3066fe13-950b-4a75-a167-44f8e96bdc23_ab7e6bf1-db0f-45b7-95db-4db08278827e,False
307b2deb-fe5f-41db-8ab0-7c92cc1ef05b_a1b8bebb-5424-4b2a-aedc-57f33e2c8a68,True
30981d79-3bdd-474b-9ab9-27c822eab02d,False
30b7a5ea-8d97-49b8-9e38-90eec164c0c2_2cd4b51b-24de-43f5-a54e-52ca17444ec1,False
30e1908c-93a9-4c57-b949-9cc29139ea00_0c1ce613-f279-4f63-8fdd-6344aedbfe65,True
30fca9d7-11f2-40e7-86b4-b5dd85306dda_ad953bca-fa7d-49b0-a346-326c5697b641,False
314b8562-28ca-4f44-b7a0-66a175a2217d_752bfdfa-f1bc-4553-a6fa-6ec79f1a5226,False
31612178-3cf3-47b6-8e1c-d9e70ced4c77,False
317e8241-3275-412c-aa4e-64f72f637753_f2591bb0-195f-434c-8f94-9e89c71c7dab,False
31bb51ac-5436-44b0-99c8-8ee65e898eb6_71926a10-36fa-4cb8-b8f4-b887f7f2f083,False
3245ee5e-fbbe-4023-83cc-44baba2750e9,True
32727481-a3b2-4ed1-ad40-da445d8260c6_5499a669-7cfd-4bda-bb4f-614766dc8433,False
3297d05f-8783-4a9c-9f42-294fe6a08678_33f0d605-8b22-4cdb-9a50-6a37b496ea51,False
32a50f06-782b-4bbe-af11-5d501af2576b_bad44e9f-70ad-4198-85b6-bd3f7f272dae,False
32ddb48c-2e5d-4c37-8a50-e442311a0794,True
33693180-384e-499e-b02c-109b727ea8bc_be829d1c-479d-4163-91b4-36941fb5124f,False
3388261b-b321-417a-857f-9d3e7e699621,False
33b22a02-062c-4385-b876-67ef6046575d_6ea416a4-a0d3-4952-8329-c4261cf7e456,False
33eecedc-3f0b-444f-8967-f1ed9f408f22_f78ee99b-aa8e-4450-b90c-fb8e1c9312a3,False
3446af91-cd15-4b7d-9572-63a8f9db18e5_fe6b020c-7408-4483-8c79-936c28c5cec8,False
34d94f31-2ae0-4a73-8904-b87c9c162641_5d918e54-1bea-475a-b45b-f708402a7632,False
34e2160c-0c23-4d91-aa7e-cbc63726ad8f,False
34ee113c-fabe-40a8-b9fc-8ec389b1f878,False
35567349-0819-4f54-a368-e080c6af7ef4_e1bb362f-5f50-4571-905f-2b3a9c013cd3,False
3557f642-cc28-4eee-a5fc-d4e40f613743,False
35e4b8b7-9749-410c-8d27-697a1c72dc48_d99d09db-c20c-4ce1-bd57-1cc96cad00b6,False
364dd4ac-3c1d-4758-93ae-b2ce44472ece_d8cf3fea-2d64-43f3-ad4d-bd71fbab15a0,False
365cbbf8-aa65-4e6b-84ee-4986fafb54d9_4c9f5d8c-6e00-4f77-a0b3-0f9180b2f316,False
3687e150-ec6a-4d27-ace6-1728b691ec1d_22cba9b9-2690-42d5-a452-4ecd6ac426c1,False
36c4944d-cec0-44f6-b66d-f6ced10f7000_00b36551-326b-4934-b563-0909b7ab8d4d,False
37065ddd-7522-492b-b492-bcc08e496f6b,False
374e4dbc-0a44-4310-bd5f-5ad93ba347e5_8326fc3d-b924-48ba-97be-e57f5a7a7a25,True
37630d8c-e7ef-4fcf-9d1a-06bcfeed98e5,False
37771b9f-cfb5-41a8-8f9b-2a02a1ef785f_6569a16c-dcfa-47f4-aa5e-a37878aabf90,True
37c0739a-069f-4138-b4e1-a77bf60afc45_50b2fc65-cd9b-4f3a-a0a8-cbf91b36e1e0,False
37caec96-c5fd-443a-95a0-db677fdf06d0_10e443fc-9041-45b2-aa6d-779ad4119962,False
38625689-27b8-459c-84c6-a37216d8286a,True
389beeb1-cb20-4b68-8ce5-ec514f1c2eac_5c06dcc7-0d49-4581-8e2c-63dce5e328a4,True
3956fd31-8105-4c26-921a-7124268335a7_f0637e30-84d9-4cde-b1db-2b6431dfe69f,True
